Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis NIHLM049	979207	93913.52	57.153	266
Staphylococcus aureus	1280	38275.18	23.293	1127
Staphylococcus sp. MDS7B_u_t	1209359	18427.78	11.215	36540
Staphylococcus hominis VCU122	904339	5360.09	3.2620000000000005	3074
Staphylococcus warneri SG1	1194526	3785.98	2.3040000000000003	43
Rothia dentocariosa M567	563032	552.51	0.336	5962
Rothia mucilaginosa DY-18	680646	514.81	0.313	5028
Staphylococcus pasteuri SP1	1276282	394.84	0.24	3638
Streptococcus mitis SK1073	1008452	335.59	0.20400000000000001	2103
Actinomyces viscosus C505	562973	292.02	0.178	2141
Streptococcus vestibularis	1343	268.01	0.163	1050
Staphylococcus_u_t	1279	242.69	0.148	71
Corynebacterium durum F0235	1035195	239.24	0.146	5651
Propionibacteriaceae_u_t	31957	200.07	0.122	23
Gemella haemolysans M341	562981	193.87	0.11800000000000001	2118
Streptococcus intermedius	1338	186.29	0.11299999999999999	342
Streptococcus oralis SK100	1095740	182.11	0.11100000000000002	720
Actinomyces sp. oral taxon 171 str. F0337	706439	146.02	0.089	1856
Granulicatella_u_t	117563	134.62	0.082	19
Streptococcus parasanguinis	1318	125.25	0.076	20
Neisseriaceae_u_t	481	117.43	0.07100000000000001	20
Streptococcus_u_t	1301	100.97	0.061	74
Staphylococcus capitis	29388	86.6	0.053	136
Streptococcus mutans	1309	84.75	0.052	95
Rothia_u_t	32207	80	0.049	226
Streptococcus sp. DORA_10_u_t	1403937	78.48	0.048	306